student_id,age,gender,school_type,family_income,urban_rural,previous_exam_score,previous_gpa,attendance_percentage,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,online_learning_hours,study_consistency,practice_tests_completed,sleep_hours,daily_screen_time,physical_activity_hours,stress_level,internet_access,online_course_hours,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score,performance_grade,pass_status,performance_level
STU_000369,14,Female,Charter,Low,Rural,59.35,2.5,82.61,74.6,Medium,5.26,3.36,0,1.47,High,9,7.22,3.26,0.52,8,1,2.95,Medium,20,98,54,86.8,10,57.59,D,Pass,Low
STU_000370,17,Female,Public,Low,Suburban,79.95,3.42,85.94,75.1,High,1.51,0.82,1,1.07,High,6,7.5,6.13,0.45,10,1,4.93,Medium,29,91,66,63.02,10,69.17,C,Pass,Medium
STU_000371,14,Female,Private,Low,Urban,76.02,3.07,78.9,65.94,Medium,2.43,1.98,0,0.34,Medium,5,7.24,5.38,3.79,10,1,2.69,Hard,16,95,57,77.05,8.85,56.91,D,Pass,Low
STU_000372,19,Female,Public,Lower-Middle,Rural,54.31,2.48,81.61,45.59,Low,1.25,0.7,0,0.34,Medium,9,6.98,6.14,0.29,10,1,0.54,Hard,11,97,37,70.4,10,40.53,F,Fail,Low
STU_000373,18,Male,Private,High,Urban,59.33,2.38,79.7,62.73,High,0.78,0.64,1,0.19,Medium,0,7.76,5.79,1.83,10,1,0.01,Medium,21,89,45,81.37,10,51.67,D,Pass,Low
STU_000374,17,Male,Public,Low,Urban,74,2.65,,56.77,High,1.28,1.03,1,1.48,Medium,0,6,5.86,2.28,8,1,0.72,Hard,21,97,47,75.96,9.64,48.84,F,Fail,Low
STU_000375,20,Female,Charter,Low,Urban,66.8,,81.18,76.73,High,2.98,1.55,1,2.64,High,3,7.42,5.54,3.02,10,1,11,Easy,29,89,57,71.1,7.16,63.36,D,Pass,Medium
STU_000376,16,Female,Public,Upper-Middle,Suburban,91.34,3.69,78.5,84.31,Low,3.91,2.66,0,0.22,Medium,5,6.97,6.68,1.89,9,1,1.47,Easy,14,98,95,79.99,8.72,94.84,A,Pass,High
STU_000377,14,Female,Public,High,Suburban,81.7,3.11,94.16,68.57,High,1.29,1.15,0,1.8,High,7,8.14,2.01,0.3,10,0,2.42,Easy,21,97,87,91.18,10,89.83,A,Pass,High
STU_000378,14,Female,Public,Low,Suburban,67.85,2.34,91.41,75.68,Medium,2.73,1.87,0,1.37,High,7,7.49,5.25,3.56,10,0,0.62,Easy,16,90,79,54.73,10,86.24,A,Pass,High
STU_000379,17,Female,Private,Middle,Suburban,67.89,2.8,81.99,72.67,Medium,5.25,3.06,0,3.32,Medium,6,6.46,5.18,0.1,10,1,0.54,Medium,16,86,58,,8.71,69.87,C,Pass,Medium
STU_000380,16,Male,Public,Middle,Rural,68.04,,,81.83,Medium,3.92,2.37,0,5.78,Medium,8,9.11,3.35,9.4,10,1,0.41,Easy,8,92,60,,8.8,61.89,D,Pass,Medium
STU_000381,16,Male,Private,Middle,Urban,61.67,2.41,72.68,75.83,Medium,5.99,4.74,1,0.38,Medium,9,10.03,5.27,0.56,9,1,1.4,Medium,25,96,76,60.01,9.02,80.31,B,Pass,High
STU_000382,19,Female,Private,Lower-Middle,Suburban,100,4,84.47,53.04,Low,1.99,1.68,0,0.65,Medium,7,7.29,3.9,0.89,8,1,1.7,Hard,16,96,80,81.03,7.43,85.6,A,Pass,High
STU_000383,20,Male,Public,Upper-Middle,Rural,82.91,3.58,77.14,60.04,High,2.49,1.44,0,1.37,High,8,8.07,1.98,7.88,9,1,0.09,Medium,6,91,75,77.13,8.68,81.62,B,Pass,High
STU_000384,19,Female,Charter,Middle,Urban,72.22,2.97,,69.81,Low,1.85,1.49,0,2.33,Medium,5,8.96,4.2,1.72,10,1,2.37,Medium,22,87,52,79.24,10,59.23,D,Pass,Low
STU_000385,19,Female,Private,Lower-Middle,Urban,67.45,2.79,87.83,58.55,Low,1.72,1.19,0,5.57,Medium,6,8.07,3.28,0.64,8,1,0.24,Hard,25,90,50,80.14,5.95,56.46,D,Pass,Low
STU_000386,19,Female,Public,Upper-Middle,Urban,49.38,,87.51,84.22,Low,6.81,5.3,0,1.29,High,12,7.32,1.9,4.8,10,1,1.94,Medium,12,98,74,78.02,10,77.63,B,Pass,Medium
STU_000387,19,Female,Private,Low,Suburban,73.96,3.11,91.1,68.91,Low,0.5,0.38,0,1.12,High,1,5.76,4.14,7.19,10,1,2.16,Easy,3,89,31,61.1,8.94,36.06,F,Fail,Low
STU_000388,19,Female,Charter,Middle,Urban,65.56,2.62,82.52,60.17,Low,3.89,2.85,0,2.06,Medium,3,7.59,3.71,0.18,10,1,2.09,Hard,22,99,47,95.32,10,50.32,D,Pass,Low
STU_000389,18,Female,Private,Middle,Rural,81.23,,,64.64,Medium,0.85,0.47,1,1.47,Medium,3,7.2,3.86,2.51,9,1,2.12,Easy,18,92,70,61.36,7.56,75.8,B,Pass,Medium
STU_000390,16,Female,Public,Upper-Middle,Suburban,62.53,2.23,82.29,67.74,Medium,4.19,2.47,0,0.39,Low,5,7.75,5.72,4.07,10,1,1.14,Hard,24,97,48,71.49,10,52.83,D,Pass,Low
STU_000391,19,Female,Public,High,Suburban,48.5,2.19,81.46,58.61,Medium,3.67,2.93,0,0.99,High,7,6.81,4.59,1.52,10,1,5.83,Easy,2,94,52,67.42,10,54.32,D,Pass,Low
STU_000392,16,Male,Public,Low,Urban,65.75,2.53,90.73,58.53,Low,1.77,1.44,0,0.16,Low,7,8.88,4.77,1.88,10,1,1.91,Medium,7,99,72,100,8.99,73.11,C,Pass,Medium
STU_000393,16,Male,Charter,Middle,Urban,66.54,2.74,81.37,50.72,Medium,2.21,1.29,0,3.81,Medium,4,5.09,1.53,3.29,10,1,2.77,Hard,10,98,39,84.2,9.79,38.96,F,Fail,Low
STU_000394,15,Female,Private,Upper-Middle,Rural,78.11,3.08,97.16,95.1,Medium,2.62,2.16,0,1.58,Medium,5,7.15,1.47,0.58,10,1,2.35,Medium,10,90,60,53.99,7.4,68.82,C,Pass,Medium
STU_000395,18,Male,Public,High,Suburban,63.93,2.88,80.62,55.76,Low,1.94,1.51,0,0.19,Medium,6,8.76,5.78,2.33,7,1,3.45,Hard,29,92,52,85.3,8.47,55.09,D,Pass,Low
STU_000396,19,Male,Public,Lower-Middle,Suburban,76.69,2.81,76.84,83.7,High,2.92,2.63,1,2.36,Medium,7,7.18,5.42,1.02,10,1,1.91,Medium,24,100,86,100,9.2,88.63,A,Pass,High
STU_000397,14,Male,Public,High,Urban,73.42,2.94,,64.15,Medium,1.69,1.01,0,0.07,High,5,9.47,7.48,0.38,10,1,1.65,Hard,29,92,59,69.48,8.56,64.48,D,Pass,Medium
STU_000398,17,Male,Public,Upper-Middle,Rural,66.85,2.47,90.4,94.9,High,1.45,1,0,0.34,Medium,2,5.26,3.71,0.94,10,1,1.25,Easy,20,85,47,82.77,10,56.34,D,Pass,Low
STU_000399,20,Male,Public,High,Suburban,59.12,2.45,85.1,69.7,High,2.7,2.02,1,3.17,Medium,5,5.81,5.04,2.32,10,1,4.12,Hard,5,85,47,84.32,8.29,53.8,D,Pass,Low
STU_000400,14,Female,Public,Lower-Middle,Suburban,60.58,2.23,73.28,71.64,Medium,6.07,3.72,0,2.05,Medium,6,6.09,5.14,4.51,10,0,0.7,Easy,6,97,56,65.48,10,58.9,D,Pass,Low
STU_000401,18,Female,Public,Middle,Rural,78.44,2.9,68.49,59.56,High,2.63,1.35,0,3.09,Low,4,6.41,4.13,0.55,9,0,3.65,Easy,14,90,52,76.34,9.35,58.67,D,Pass,Low
STU_000402,17,Male,Public,Lower-Middle,Urban,64.85,2.52,,45.9,Low,1.56,1.19,0,1.14,Medium,9,6.92,2.21,8.89,10,1,1.45,Medium,9,96,50,74.1,7.85,52.56,D,Pass,Low
STU_000403,18,Female,Private,Lower-Middle,Urban,62.87,2.65,74.75,45.51,Medium,2.59,1.86,1,3.47,Medium,6,5.78,4.44,1.36,10,1,3.72,Easy,19,92,59,96.59,9.83,62.2,D,Pass,Medium
STU_000404,16,Male,Public,Middle,Urban,78.2,3.08,81.64,59.94,Low,6.22,4.42,0,0.66,Medium,6,7.33,3.28,0.87,8,1,1.98,Easy,7,88,79,82.62,10,88.93,A,Pass,High
STU_000405,17,Male,Private,Middle,Urban,57.23,2.46,70.28,73.67,High,8.1,5.71,1,6.44,High,7,7.1,3.75,1.09,10,1,4.51,Hard,11,92,47,85.89,8.19,50.95,D,Pass,Low
STU_000406,16,Female,Charter,Middle,Urban,82.31,,89.99,75.37,Low,5.38,3.33,0,5.74,High,9,7.25,6.65,0.24,10,1,1.18,Medium,9,94,65,66.25,9.87,69.84,C,Pass,Medium
STU_000407,14,Female,Private,High,Urban,90.93,3.59,94.04,66.65,Low,2.01,1.53,1,3.57,Medium,7,6.99,5.86,1.58,10,1,11.18,Medium,9,99,85,79.15,10,83.64,B,Pass,High
STU_000408,14,Female,Private,Middle,Rural,90.16,3.68,87.93,65.91,Medium,4.45,3.94,1,7.98,Medium,8,7.05,5.21,2.48,10,0,0.58,Hard,5,88,66,75.25,10,72.41,C,Pass,Medium
STU_000409,17,Female,Public,Middle,Suburban,77.07,2.96,84.72,60.91,Low,1.4,0.73,0,1.08,Low,4,6.15,1,5.83,9,0,0,Easy,17,98,56,75.9,9.38,57.04,D,Pass,Low
STU_000410,17,Female,Private,Low,Urban,68.91,2.7,83.67,63.26,Medium,1.93,1.61,0,0.02,Medium,4,7.81,4.18,1.21,10,1,0.37,Medium,28,92,62,100,10,65.38,C,Pass,Medium
STU_000411,19,Female,Charter,Low,Suburban,71.88,2.7,91.73,55.25,High,1.51,1.19,0,2.26,High,4,4.79,8.1,1.23,10,1,0.66,Easy,13,85,45,87.49,10,51.01,D,Pass,Low
STU_000412,18,Male,Public,Low,Urban,56.52,2.62,82.74,80.58,High,3.52,2.5,0,1.88,Low,8,9.44,4.49,0.61,10,1,0.79,Easy,24,96,76,100,10,79.8,B,Pass,Medium
STU_000413,19,Male,Public,Low,Rural,69.29,2.89,86.82,69.9,Medium,2.76,2.41,0,2.7,Medium,2,8.15,5.78,1.37,10,1,1.75,Medium,21,91,73,100,8.96,80.82,B,Pass,High
STU_000414,18,Female,Private,High,Rural,89.17,3.5,84.69,71.63,High,1.96,1.52,1,3.34,High,1,5.21,5,1.24,9,1,3.26,Hard,25,90,54,74.28,7.08,62.53,D,Pass,Medium
STU_000415,19,Female,Public,Upper-Middle,Rural,58.5,2.52,83.85,64.09,Medium,0.62,0.5,0,1.3,High,12,9.17,1.96,4.11,10,1,3.02,Medium,2,87,42,72.54,10,50.11,D,Pass,Low
STU_000416,16,Female,Private,Lower-Middle,Urban,49.28,1.91,78.29,65.07,Medium,4.34,2.68,0,2.85,Medium,6,6.46,6.16,5.38,9,0,3.75,Hard,7,96,36,,10,38.82,F,Fail,Low
STU_000417,17,Male,Private,Upper-Middle,Urban,68.06,2.56,100,69.12,Medium,1.26,0.7,0,11.98,Medium,4,5.58,3.86,3.12,10,1,9.69,Medium,13,97,49,68.71,10,54.67,D,Pass,Low
STU_000418,14,Female,Private,High,Urban,73.59,3.02,78.01,57.1,Low,1.43,0.81,0,1.12,High,7,7.7,5.76,1.76,10,1,6.31,Medium,22,90,60,,8.83,67.54,C,Pass,Medium
STU_000419,18,Male,Public,Lower-Middle,Rural,69.05,2.77,85.84,74.55,Low,7.04,5.64,0,1.87,Medium,4,6.74,4.24,6.57,10,1,4.31,Medium,14,89,60,98.04,9.61,65.4,C,Pass,Medium
STU_000420,18,Female,Private,Middle,Urban,92.11,3.8,86.87,68.22,Medium,3.88,2.34,0,7.7,Medium,3,6.53,4.65,1.43,10,1,3.2,Hard,29,89,67,73.95,9.13,76.12,B,Pass,Medium
STU_000421,14,Male,Public,Lower-Middle,Suburban,68.03,2.43,75.14,59.42,Low,0.71,0.38,1,2.18,Low,5,6.68,2.58,3.5,10,0,0.9,Hard,18,94,38,59.38,10,41.62,F,Fail,Low
STU_000422,19,Male,Public,Middle,Urban,69.5,2.75,78.59,86.75,Medium,7.01,3.88,1,0.22,Medium,16,7.44,6.08,1.73,7,1,7.03,Medium,17,85,77,99.32,4.99,92.34,A,Pass,High
STU_000423,18,Male,Private,Upper-Middle,Urban,63.07,2.59,89.56,78.2,High,1.98,1.68,1,3.06,Medium,3,5.35,3.17,0.48,10,1,1.76,Hard,21,93,37,79.32,8.77,39.21,F,Fail,Low
STU_000424,20,Female,Private,Lower-Middle,Urban,80.49,3.29,,78.39,High,1.42,0.81,0,6.6,Medium,6,6.6,4.59,11.88,10,1,0.99,Medium,10,88,64,100,9.32,71.59,C,Pass,Medium
STU_000425,16,Female,Private,Middle,Rural,82.86,3.26,94.48,79.94,Medium,1.75,1.1,1,0.79,Medium,4,6.5,4.32,0.5,10,1,6.08,Medium,9,86,73,90.32,8.71,84.78,B,Pass,High
STU_000426,17,Male,Charter,Middle,Suburban,60.18,2.34,100,71.73,Medium,3.4,2.56,1,0.91,Low,1,5.72,5.25,5.14,10,1,0.01,Easy,27,86,61,69.7,10,68.69,C,Pass,Medium
STU_000427,14,Male,Public,Middle,Urban,53.93,2.05,86.14,59.2,Low,2.55,1.58,0,0.55,Medium,3,6.34,4.86,0.85,7,0,2.23,Easy,24,98,68,62.64,7.25,66.52,C,Pass,Medium
STU_000428,17,Female,Private,Low,Suburban,77.26,3.5,74.99,55.37,Low,2.51,1.82,1,1.33,Medium,3,4.63,7.5,8.29,10,1,3.97,Easy,1,91,43,73.18,8.37,45.69,F,Fail,Low
STU_000429,20,Female,Private,Low,Urban,42.29,1.7,76.25,68.68,Low,2.68,1.8,0,1.99,Medium,6,8.43,1,2.68,10,0,0.41,Medium,16,87,43,94.53,9.54,47.01,F,Fail,Low
STU_000430,18,Male,Private,Upper-Middle,Suburban,77.11,3.33,100,77.1,Medium,4.32,2.5,0,0.51,Low,5,7.49,3.97,6.12,8,1,1.52,Hard,11,95,73,93.7,7.93,77.39,B,Pass,Medium
STU_000431,18,Male,Public,Middle,Urban,60.73,2.7,74.36,59.23,High,1.95,1.55,0,1.46,Low,7,8.02,4.49,0.16,9,1,0.06,Medium,5,93,51,91.86,8.99,54.86,D,Pass,Low
STU_000432,20,Female,Private,Middle,Urban,60.54,2.46,87.85,60.31,Low,2.64,1.59,1,1.42,Medium,5,8.1,4.62,0.57,10,1,0.59,Medium,10,96,55,76.12,9.94,59.02,D,Pass,Low
STU_000433,14,Female,Public,Lower-Middle,Rural,55.76,2.31,89.48,55.33,Medium,1.89,1.18,0,10.57,Low,6,6.08,5.45,3.87,10,1,1.1,Medium,20,100,49,82.24,7.64,48.34,F,Fail,Low
STU_000434,16,Female,Private,Upper-Middle,Urban,53.9,2.08,91.85,69.55,Medium,4.31,2.17,0,5.98,Low,2,8.86,4.01,0.39,10,1,2.98,Medium,9,92,49,77.67,10,52.5,D,Pass,Low
STU_000435,15,Male,Private,Upper-Middle,Urban,81.49,3.23,,69.51,Low,1.68,1.25,0,1.87,High,6,7.56,5.96,0.27,10,0,11.18,Medium,20,98,65,94.95,10,68.3,C,Pass,Medium
STU_000436,14,Female,Private,Upper-Middle,Suburban,80.31,3.24,76.87,55.19,High,1.77,1.39,1,1.3,Medium,4,6.14,4.81,1.58,10,1,7.3,Hard,15,100,42,60.66,10,43.86,F,Fail,Low
STU_000437,15,Other,Public,Upper-Middle,Suburban,76.55,3.25,90.38,60.37,Medium,2.09,1.16,1,0.12,Medium,5,6.89,6.01,0.18,10,1,1.45,Easy,27,100,88,95.43,8.24,87.96,A,Pass,High
STU_000438,20,Female,Charter,Low,Rural,77.23,,79.9,57.46,High,0.76,0.49,0,7.24,Medium,5,6.57,3.41,0.11,10,1,0.17,Easy,14,95,64,69.9,7.81,68.43,C,Pass,Medium
STU_000439,19,Male,Private,High,Rural,57.96,2.11,87.18,63.87,Medium,2.18,1.69,0,1.34,Low,4,6.81,4.76,2.67,10,1,4.38,Easy,30,96,55,77.49,9.99,58.04,D,Pass,Low
STU_000440,15,Female,Public,Middle,Suburban,79.29,3.37,87.9,74.72,High,4.87,4.28,0,1.68,Medium,5,7.6,5.65,0.65,8,1,3.23,Medium,17,100,86,51.41,5.66,84.26,B,Pass,High
STU_000441,16,Female,Charter,Lower-Middle,Urban,72.17,2.97,82.7,52.63,Low,1.71,1.35,0,2.19,Medium,2,7.5,3.23,1.27,10,1,0.15,Hard,30,86,29,89.66,10,34.16,F,Fail,Low
STU_000442,19,Female,Private,High,Urban,61.71,2.51,80.03,73.58,Medium,2.24,1.91,1,5.55,Medium,6,6.6,5.59,7.05,10,1,1.32,Hard,30,91,38,55.26,9.63,41.45,F,Fail,Low
STU_000443,15,Male,Private,Middle,Rural,76.25,3.1,72.71,70.03,Medium,2.71,1.45,0,1.32,Medium,8,7.43,4.96,1.09,10,1,1.38,Medium,12,92,64,93.19,8.82,71.07,C,Pass,Medium
STU_000444,20,Female,Public,Upper-Middle,Rural,57.99,2.32,92.79,81.44,High,3.1,1.62,0,0.35,Low,8,6.84,8.3,0.45,10,1,12.62,Medium,27,91,60,94.33,8.89,70.19,C,Pass,Medium
STU_000445,19,Female,Private,Low,Suburban,54.7,2.21,74.22,56.91,Medium,2.66,1.68,0,2.17,Medium,7,6.22,9,1.59,10,0,7.03,Easy,19,95,55,80.66,10,58.63,D,Pass,Low
STU_000446,20,Female,Public,Middle,Suburban,60.28,2.55,89.73,55.29,Medium,1.81,1.08,0,1.48,Low,4,6.14,6.88,7.82,10,1,2.64,Hard,10,87,36,59.24,8.07,41.76,F,Fail,Low
STU_000447,15,Female,Public,Low,Rural,72.07,2.84,72.49,46.85,Low,1.42,0.85,0,0.61,Medium,3,7.76,4.02,3.28,8,1,2.82,Hard,30,95,47,99.45,9.93,49.65,F,Fail,Low
STU_000448,20,Female,Charter,Upper-Middle,Urban,61.4,2.64,93.15,71.34,High,3.03,2.7,0,0.68,High,7,8.21,5.46,1.68,10,1,3.16,Medium,16,88,75,89.8,9,82.29,B,Pass,High
STU_000449,16,Male,Private,Upper-Middle,Urban,79.88,3.06,,67.87,Low,1.06,0.83,0,1.64,Low,3,8.46,1.06,0.95,10,1,6.75,Medium,14,91,52,81.83,9.28,57.44,D,Pass,Low
STU_000450,15,Male,Public,Lower-Middle,Urban,72.03,,85.63,75.29,Low,4.81,4.13,0,4.44,High,10,8.23,3.21,0.28,10,1,0.33,Easy,15,98,88,86.94,7.79,90.32,A,Pass,High
STU_000451,15,Female,Private,Low,Suburban,46.54,2.25,69.88,53.56,Medium,2.92,2.47,0,1.2,Medium,6,7.17,6.04,0.74,10,1,3.7,Hard,21,86,25,69.45,9.81,29.07,F,Fail,Low
STU_000452,15,Female,Charter,Upper-Middle,Suburban,64.47,2.59,,77.72,High,2.52,1.95,1,3.31,High,3,4.49,6.95,7.88,10,1,0.41,Easy,29,98,59,51.69,10,61.19,D,Pass,Medium
STU_000453,14,Male,Private,Middle,Urban,68.68,2.66,,67.97,Low,1.9,1.43,1,0.94,High,7,7.82,3.3,1.79,10,1,0.33,Hard,18,98,71,100,10,74.44,C,Pass,Medium
STU_000454,14,Male,Private,Middle,Urban,54.7,2.13,,58.53,Medium,3.32,1.92,1,4.79,Medium,4,7.91,4.73,3.6,10,1,0.73,Medium,8,100,47,92.78,7.53,46.09,F,Fail,Low
STU_000455,14,Female,Private,High,Suburban,67.92,2.91,,73,High,0.97,0.56,0,0.37,Medium,2,6.27,2.5,1.32,9,0,8.28,Medium,25,87,44,79.46,9.4,52.1,D,Pass,Low
STU_000456,16,Male,Private,Middle,Urban,50.11,2.25,98.55,71.71,Medium,1.07,0.78,0,0.57,Medium,3,6.97,6.43,2,10,1,3.89,Hard,18,88,39,83.46,7.68,41.01,F,Fail,Low
STU_000457,19,Female,Private,Upper-Middle,Urban,56.06,2.1,77.97,55.39,Medium,2.25,1.94,0,2.38,Low,2,6.21,3.04,0.65,10,1,0.18,Medium,1,98,29,84.11,10,28.55,F,Fail,Low
STU_000458,20,Female,Charter,Middle,Suburban,73.23,3.04,88.84,80.64,Medium,3.64,2.86,0,0.1,Medium,8,6.52,2.04,3.02,10,1,5.31,Medium,12,97,73,87.16,10,75.32,B,Pass,Medium
STU_000459,18,Female,Public,Lower-Middle,Urban,72.99,3.1,85.9,55.38,Medium,2.52,1.93,1,0.82,Medium,6,8.89,6.02,0.57,9,0,1.22,Easy,7,99,62,79.87,10,62.4,D,Pass,Medium
STU_000460,15,Male,Public,Lower-Middle,Suburban,67.67,2.63,91.8,70.87,High,1.09,0.94,0,0.87,Medium,3,6.71,3.79,1.35,10,0,4.83,Easy,17,95,60,,10,64.28,D,Pass,Medium
STU_000461,20,Female,Public,Upper-Middle,Urban,79.65,3.35,90.91,66.1,Medium,1.65,1.08,0,0.54,Medium,4,7.11,4.61,3.92,10,1,0.03,Medium,17,94,61,70.86,9.19,61.41,D,Pass,Medium
STU_000462,15,Male,Public,Lower-Middle,Suburban,69.91,2.57,72.75,67.53,Low,4.5,3.87,1,0.61,High,6,5.81,2.69,1.92,10,1,0.53,Hard,18,89,56,100,8.01,63.28,D,Pass,Medium
STU_000463,16,Male,Public,High,Urban,54,,85.94,84.59,High,5.31,4.68,0,1.16,High,5,7.32,5.1,3.23,10,1,6.38,Hard,27,95,56,72.26,4.36,58.66,D,Pass,Low
STU_000464,15,Female,Public,Middle,Rural,60.56,2.45,82.65,58.12,Medium,2.22,1.14,0,2.76,Medium,4,5.62,5.87,0.59,10,1,7.35,Easy,8,87,47,57.15,8.44,55.32,D,Pass,Low
STU_000465,14,Male,Public,Upper-Middle,Suburban,77.41,3.1,79.78,78.84,Medium,4.67,3.92,0,3.3,Medium,9,7.35,5.02,4.1,10,1,7.31,Medium,27,92,71,86.56,8.6,76.16,B,Pass,Medium
STU_000466,18,Female,Charter,Middle,Urban,54.15,2.2,,77.32,Low,1.14,0.95,0,1.52,Low,3,7.14,3.89,0.42,10,1,5.05,Easy,21,94,50,91.5,8.06,52.6,D,Pass,Low
STU_000467,17,Male,Private,Middle,Urban,66.84,2.58,84.28,59.02,Medium,2.29,1.32,1,3.1,High,7,5.79,4.32,2.45,10,1,0.45,Medium,23,91,37,80.6,10,40.6,F,Fail,Low
STU_000468,15,Male,Private,Lower-Middle,Urban,62.3,2.6,72.02,54.85,Low,1.92,1.7,1,7.63,Medium,6,7.31,4.17,5.67,10,1,4.95,Hard,11,94,39,,8.1,40.88,F,Fail,Low
STU_000469,20,Male,Private,High,Urban,51.46,2.21,83.79,60.62,Low,2.29,1.32,1,1.65,Low,3,9.25,8.08,0.6,8,1,1.78,Medium,5,97,34,100,8.41,36.3,F,Fail,Low
STU_000470,14,Female,Private,Middle,Suburban,65.08,2.49,78.79,65.31,Low,1.2,0.97,1,2.96,Medium,8,7.81,1,2.05,10,1,0.62,Medium,28,93,53,58.9,8.76,58.42,D,Pass,Low
STU_000471,17,Male,Public,Middle,Urban,63.73,2.64,83.94,71.47,Medium,1.36,0.68,0,1.23,Low,9,8.08,4.34,3.33,10,1,1.73,Easy,22,99,74,,8.29,74.5,C,Pass,Medium
STU_000472,18,Female,Private,High,Suburban,51.8,1.97,92.37,70.02,High,4.59,3.79,0,1.15,Medium,7,7.15,3.86,1.37,10,1,1.46,Hard,22,100,59,69.44,10,60.18,D,Pass,Medium
STU_000473,17,Female,Public,Lower-Middle,Rural,66.15,,68.92,45.54,Medium,3.07,2.36,0,0.35,High,8,6.18,6,0.04,9,1,0.26,Easy,20,90,69,76.35,9.3,77.28,B,Pass,Medium
STU_000474,14,Other,Charter,Middle,Rural,77.78,3,84.76,76.29,Medium,1.5,1,0,1.99,Low,8,5.67,5.83,0.32,10,1,2.6,Hard,15,87,43,72.11,10,49.42,F,Fail,Low
STU_000475,19,Female,Public,Middle,Urban,69.97,2.68,77.54,59.64,Low,3.53,3.16,0,1.11,High,7,8.9,4.75,1.13,10,1,10.66,Medium,30,97,60,64.5,10,63.45,D,Pass,Medium
STU_000476,19,Male,Private,Low,Suburban,81.1,3.22,88.15,54.68,Low,0.94,0.83,0,4.3,Medium,1,5.92,4.68,3.25,10,1,1.46,Hard,18,91,29,55.36,9.1,32.86,F,Fail,Low
STU_000477,17,Female,Public,High,Urban,77.4,3.11,93.84,65.26,Medium,3.19,1.83,0,0.24,Medium,2,7.5,6.19,3.96,7,1,2.58,Medium,12,99,68,83.99,8.34,69.28,C,Pass,Medium
STU_000478,16,Male,Public,Upper-Middle,Urban,76.19,3.07,69.66,48.58,Medium,2.7,1.72,0,0.27,Medium,4,6.89,5.71,4.67,10,1,0.8,Medium,17,87,45,72.43,10,51.15,D,Pass,Low
STU_000479,20,Female,Public,Lower-Middle,Suburban,81.23,3.21,95.02,62.9,Low,2.65,1.85,0,0.23,Low,4,6.2,5.13,1.08,10,0,0.01,Medium,8,85,52,70.26,10,62.89,D,Pass,Medium
STU_000480,20,Male,Private,Lower-Middle,Urban,75.78,3.14,88.51,62.29,Medium,2.92,1.56,0,1.39,Medium,5,6.61,5.7,10.96,7,1,5.23,Medium,10,91,65,55.69,4.68,72.66,C,Pass,Medium
STU_000481,17,Male,Public,Upper-Middle,Suburban,68.54,2.89,93.17,87.76,Medium,4.53,3.82,0,5.13,High,4,7.9,2.38,0.28,9,1,0.15,Easy,26,91,81,100,9.41,86.13,A,Pass,High
STU_000482,15,Female,Private,Middle,Suburban,97.97,4,76.41,63.6,Medium,4.69,4.08,0,0.34,Low,3,7.21,2.32,0.11,10,1,8.61,Medium,7,96,78,85.55,10,81.95,B,Pass,High
STU_000483,15,Female,Private,Low,Rural,52.71,2.16,83.11,79.08,High,2.62,1.67,0,7.24,Medium,6,7.27,6.77,0.1,9,1,0.51,Easy,12,88,59,73.99,10,70.45,C,Pass,Medium
STU_000484,20,Female,Private,Upper-Middle,Suburban,61.58,2.31,75.3,54.83,Low,1.92,1.62,0,0.1,Low,10,7.57,3.21,0.24,8,1,1.27,Medium,26,88,67,81.47,6.33,76.57,B,Pass,Medium
STU_000485,20,Female,Public,Lower-Middle,Urban,81.14,3.47,86.23,79.14,Low,4.05,2.87,1,4.79,Medium,8,5.22,7.45,0.68,10,1,2.6,Medium,12,98,63,86.51,9.14,65.76,C,Pass,Medium
STU_000486,19,Female,Public,Lower-Middle,Urban,70.65,2.81,71.64,59.7,Medium,6.97,3.72,0,0.12,Medium,7,8.2,6.97,3.5,10,0,7.36,Hard,4,85,41,,10,47.43,F,Fail,Low
STU_000487,16,Male,Private,Lower-Middle,Urban,57.37,2.47,80.81,71.91,Medium,1.46,0.95,1,6.78,High,3,6.69,5.35,3.18,10,1,0.78,Medium,17,93,37,75.84,10,41.41,F,Fail,Low
STU_000488,14,Male,Private,Middle,Urban,80.7,3.4,90.06,64.93,Low,2.97,1.5,0,1.97,High,10,8.46,7.2,1.79,10,1,11.14,Medium,21,88,73,,10,83.26,B,Pass,High
STU_000489,15,Female,Public,Lower-Middle,Suburban,91.84,3.72,69.77,60.8,Medium,2.72,1.39,0,0.02,Low,6,6.4,5.51,1.03,10,1,11.43,Medium,4,96,67,89.24,10,69.27,C,Pass,Medium
STU_000490,20,Male,Private,Lower-Middle,Suburban,67.64,2.55,89.99,85.88,Medium,4.05,2.91,0,1.72,Medium,6,5.18,3.12,0.22,10,1,3.47,Medium,4,85,43,76.57,9.98,49.2,F,Fail,Low
STU_000491,19,Male,Public,Middle,Suburban,63.03,2.41,78.48,62.58,Medium,2,1.7,0,0.4,Low,4,6.85,2.63,2.36,10,0,2.59,Medium,30,94,61,87.15,9.97,61.89,D,Pass,Medium
